ApprovalID,ReportID,StepOrder,StepName,ApproverID,ApproverName,Decision,DecisionTimestamp,Comment
APR-4943,2de7be70-d508-4c16-812d-15824b0482dc,2.0,Finance_Recon,finance_d4e4085e@example.com,Henry Fitzgerald,APPROVE,2024-04-10T22:00:00,Finance reconciliation completed
APR-4944,2def5fe2-7aa4-4d67-bb6e-c6c2caa13000,1.0,Manager,manager_32ff2dc2@example.com,Austin Kane,APPROVE,2023-11-24T20:00:00,
APR-4945,2def5fe2-7aa4-4d67-bb6e-c6c2caa13000,2.0,Finance_Recon,finance_07308155@example.com,William Clark,APPROVE,2023-11-26T01:00:00,Finance reconciliation completed
APR-4946,2e004716-ca51-4a72-b172-01e631d08131,1.0,Manager,manager_a4c487d5@example.com,Leah Henderson,REJECT,2024-10-12T04:00:00,
APR-4948,2e004716-ca51-4a72-b172-01e631d08131,2.1,Finance_RESUBMIT,finance_8ba17407@example.com,Jacob Allen,RESUBMITTED,2024-10-18T01:00:00,Resubmitted by owner after additional docs
APR-4948,2e004716-ca51-4a72-b172-01e631d08131,2.0,Finance,finance_8ba17407@example.com,Jacob Allen,APPROVE,2024-10-19T01:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-4950,2e174bba-4733-4212-8336-94c698b21517,1.1,Manager_RESUBMIT,manager_97e058b9@example.com,Katrina Campbell,RESUBMITTED,2025-09-15T11:00:00,Resubmitted by owner after additional docs
APR-4950,2e174bba-4733-4212-8336-94c698b21517,1.0,Manager,manager_97e058b9@example.com,Katrina Campbell,REJECT,2025-09-15T11:00:00,Sent back for more receipts/details. Final decision: REJECT.
APR-4951,2e174bba-4733-4212-8336-94c698b21517,2.0,Finance,finance_245bd570@example.com,Taylor Graves,APPROVE,2025-09-17T01:00:00,
APR-4952,2e17cbbc-a2a9-4ce0-9557-58bd9939f30f,1.0,Manager,manager_11087e17@example.com,Kimberly Adams,APPROVE,2025-09-10T11:00:00,
APR-4953,2e17cbbc-a2a9-4ce0-9557-58bd9939f30f,2.0,Finance_Recon,finance_7c20ecf5@example.com,Christine Briggs,APPROVE,2025-09-13T02:00:00,Finance reconciliation completed
APR-4954,2e33e066-c3bb-442c-b9f9-a6b2a48a6256,1.0,Manager,manager_26d0e3c4@example.com,Glenda Moore,APPROVE,2025-05-23T15:00:00,
APR-4955,2e33e066-c3bb-442c-b9f9-a6b2a48a6256,2.0,Finance,finance_7a9f143b@example.com,Jessica Castro,REJECT,2025-05-28T20:00:00,
APR-4956,2e4c7a6a-5fcd-4656-bcbd-d29e9f65f670,1.0,Manager,manager_51105a80@example.com,Jacob Rodgers,APPROVE,2024-04-25T16:00:00,
APR-4957,2e4c7a6a-5fcd-4656-bcbd-d29e9f65f670,2.0,Finance_Recon,finance_20333e81@example.com,Jacqueline Evans,APPROVE,2024-04-28T21:00:00,Finance reconciliation completed
APR-4958,2e742cb8-4737-476b-af13-8357835df1f8,1.0,Manager,manager_01218ca8@example.com,Julie Lee,APPROVE,2024-08-09T02:00:00,
APR-4959,2e742cb8-4737-476b-af13-8357835df1f8,2.0,Finance,finance_ea855d66@example.com,Kaitlyn Mercado,APPROVE,2024-08-12T20:00:00,
APR-4960,2e742cb8-4737-476b-af13-8357835df1f8,3.0,Finance_Recon,finance_74e8fa93@example.com,Courtney Grimes,APPROVE,2024-08-16T14:00:00,Finance reconciliation completed
APR-4961,2e776d76-890e-4c5e-b435-7947f8478bfd,1.0,Manager,manager_7bd90579@example.com,Julie Gillespie,APPROVE,2024-11-01T10:00:00,
APR-4962,2e776d76-890e-4c5e-b435-7947f8478bfd,2.0,Finance_Recon,finance_1ef15fc1@example.com,Kathryn Taylor,APPROVE,2024-11-04T21:00:00,Finance reconciliation completed
APR-4963,2e7afa1f-d870-4794-b1e2-48a080f7d80d,1.0,Manager,manager_7b1137b3@example.com,Tammy Gonzalez,APPROVE,2023-11-16T16:00:00,
APR-4964,2e7afa1f-d870-4794-b1e2-48a080f7d80d,2.0,DeptHead,depthead_0234eddf@example.com,Bradley Jones,APPROVE,2023-11-23T11:00:00,
APR-4965,2e7afa1f-d870-4794-b1e2-48a080f7d80d,3.0,Finance,finance_db885d27@example.com,Corey Leonard,APPROVE,2023-11-30T02:00:00,
APR-4966,2e7afa1f-d870-4794-b1e2-48a080f7d80d,4.0,Finance_Recon,finance_ad84fd1a@example.com,Hannah Hopkins,APPROVE,2023-12-02T15:00:00,Finance reconciliation completed
APR-4967,2e8f0c24-83d2-4b04-80ef-b77a8774d004,1.0,Manager,manager_a986ee52@example.com,John Todd,APPROVE,2025-04-30T22:00:00,
APR-4968,2e8f0c24-83d2-4b04-80ef-b77a8774d004,2.0,Finance_Recon,finance_b6397107@example.com,Taylor Byrd,APPROVE,2025-05-01T20:00:00,Finance reconciliation completed
APR-4969,2e9d41d0-7d9c-466c-9448-ac3770af22fe,1.0,Manager,manager_1bbbefac@example.com,Michael Hamilton,REJECT,2024-10-20T08:00:00,
APR-4971,2e9d975a-3ddf-46b3-a005-924f1182e8d6,1.1,Manager_RESUBMIT,manager_c508c7e7@example.com,Edward Lawson,RESUBMITTED,2025-07-16T10:00:00,Resubmitted by owner after additional docs
APR-4971,2e9d975a-3ddf-46b3-a005-924f1182e8d6,1.0,Manager,manager_c508c7e7@example.com,Edward Lawson,APPROVE,2025-07-18T10:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-4972,2e9d975a-3ddf-46b3-a005-924f1182e8d6,2.0,Finance,finance_8625dbc0@example.com,Chloe Maxwell,APPROVE,2025-07-21T15:00:00,
APR-4973,2e9d975a-3ddf-46b3-a005-924f1182e8d6,3.0,Finance_Recon,finance_b6a16061@example.com,Christopher Holloway,APPROVE,2025-07-24T09:00:00,Finance reconciliation completed
APR-4974,2eaac03d-a9a8-40c3-b855-96742e174e2d,1.0,Manager,manager_fc859916@example.com,Melanie Diaz,APPROVE,2023-11-05T21:00:00,
APR-4975,2eaac03d-a9a8-40c3-b855-96742e174e2d,2.0,Finance,finance_3346412d@example.com,Catherine Monroe,APPROVE,2023-11-09T11:00:00,
APR-4976,2eaac03d-a9a8-40c3-b855-96742e174e2d,3.0,Finance_Recon,finance_4224b70e@example.com,Marcus Smith,APPROVE,2023-11-13T07:00:00,Finance reconciliation completed
APR-4977,2eacb0d3-7261-4b4e-bd7e-6e798d721905,1.0,Manager,manager_48d5e760@example.com,David Williams,APPROVE,2024-09-23T10:00:00,
APR-4978,2eacb0d3-7261-4b4e-bd7e-6e798d721905,2.0,Finance,finance_c9e116b9@example.com,Ashley Velez,APPROVE,2024-09-29T08:00:00,
APR-4979,2eacb0d3-7261-4b4e-bd7e-6e798d721905,3.0,Finance_Recon,finance_b3bcc2da@example.com,Benjamin Fletcher,APPROVE,2024-10-03T07:00:00,Finance reconciliation completed
APR-4980,2eace5d4-bdb0-43ff-9baf-41c831c10256,1.0,Manager,manager_0248256f@example.com,Andrew Morales,APPROVE,2024-08-10T19:00:00,
APR-4981,2eace5d4-bdb0-43ff-9baf-41c831c10256,2.0,Finance,finance_357cc20c@example.com,Sarah Browning,APPROVE,2024-08-13T13:00:00,
APR-4982,2eace5d4-bdb0-43ff-9baf-41c831c10256,3.0,Finance_Recon,finance_8e6a0b5e@example.com,Christina Flores,APPROVE,2024-08-15T13:00:00,Finance reconciliation completed
APR-4984,2ead5af0-01d2-48f8-bba7-73c5d040e773,1.1,Manager_RESUBMIT,manager_34ff0001@example.com,Steven Greene,RESUBMITTED,2024-05-11T08:00:00,Resubmitted by owner after additional docs
APR-4984,2ead5af0-01d2-48f8-bba7-73c5d040e773,1.0,Manager,manager_34ff0001@example.com,Steven Greene,APPROVE,2024-05-12T08:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-4985,2ead5af0-01d2-48f8-bba7-73c5d040e773,2.0,Finance_Recon,finance_6725be25@example.com,Brandon King,APPROVE,2024-05-13T01:00:00,Finance reconciliation completed
APR-4987,2ebbedb6-2c57-4339-9ec9-2799460d2235,1.1,Manager_RESUBMIT,manager_b5fc4489@example.com,Jennifer Schultz,RESUBMITTED,2024-10-18T17:00:00,Resubmitted by owner after additional docs
APR-4987,2ebbedb6-2c57-4339-9ec9-2799460d2235,1.0,Manager,manager_b5fc4489@example.com,Jennifer Schultz,APPROVE,2024-10-20T17:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-4988,2ebbedb6-2c57-4339-9ec9-2799460d2235,2.0,Finance_Recon,finance_d4eddb5a@example.com,Christopher Mcdowell,APPROVE,2024-10-25T01:00:00,Finance reconciliation completed
APR-4989,2ebc0b24-213f-4e92-996b-1535578c2015,1.0,Manager,manager_f320194e@example.com,Charles Sandoval MD,APPROVE,2023-12-14T18:00:00,
APR-4990,2ebc0b24-213f-4e92-996b-1535578c2015,2.0,DeptHead,depthead_245942f9@example.com,Joshua Baker,APPROVE,2023-12-20T16:00:00,
APR-4992,2ebc0b24-213f-4e92-996b-1535578c2015,3.1,Finance_RESUBMIT,finance_2a9c37e3@example.com,Kathleen Anderson MD,RESUBMITTED,2023-12-28T16:00:00,Resubmitted by owner after additional docs
APR-4992,2ebc0b24-213f-4e92-996b-1535578c2015,3.0,Finance,finance_2a9c37e3@example.com,Kathleen Anderson MD,APPROVE,2023-12-31T16:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-4993,2ebc0b24-213f-4e92-996b-1535578c2015,4.0,Finance_Recon,finance_e16dac5b@example.com,Mary Smith,APPROVE,2024-01-03T17:00:00,Finance reconciliation completed
APR-4994,2ec771c1-4ed1-4b1e-a673-85493545c495,1.0,Manager,manager_161bbc03@example.com,Paul Tyler,APPROVE,2025-08-12T03:00:00,
APR-4995,2ec771c1-4ed1-4b1e-a673-85493545c495,2.0,Finance_Recon,finance_062a9d31@example.com,Gail Clark,APPROVE,2025-08-12T07:00:00,Finance reconciliation completed
APR-4996,2ecf9dc1-2c75-422d-84bb-f0f4c4c7241a,1.0,Manager,manager_1d529926@example.com,Matthew Blair,APPROVE,2023-11-25T03:00:00,
APR-4998,2ecf9dc1-2c75-422d-84bb-f0f4c4c7241a,2.1,Finance_RESUBMIT,finance_b9b9c6d4@example.com,David Roach,RESUBMITTED,2023-11-29T00:00:00,Resubmitted by owner after additional docs
APR-4998,2ecf9dc1-2c75-422d-84bb-f0f4c4c7241a,2.0,Finance,finance_b9b9c6d4@example.com,David Roach,APPROVE,2023-11-29T00:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-4999,2ecf9dc1-2c75-422d-84bb-f0f4c4c7241a,3.0,Finance_Recon,finance_3791ed72@example.com,Micheal Wall,APPROVE,2023-11-30T19:00:00,Finance reconciliation completed
APR-5000,2ed65f17-aa4c-40e7-99f7-83d78812df46,1.0,Manager,manager_16e384c4@example.com,Amy Johnson,APPROVE,2024-10-04T19:00:00,
APR-5001,2ed65f17-aa4c-40e7-99f7-83d78812df46,2.0,Finance_Recon,finance_985e4886@example.com,Andrea Ramos,APPROVE,2024-10-08T14:00:00,Finance reconciliation completed
APR-5002,2eda27d2-49db-45f2-9653-c0d382eefae3,1.0,Manager,manager_cf3e297f@example.com,Sarah Schmidt,APPROVE,2023-12-19T19:00:00,
APR-5003,2eda27d2-49db-45f2-9653-c0d382eefae3,2.0,Finance_Recon,finance_a4c956c8@example.com,Mrs. Melissa Ramirez,APPROVE,2023-12-22T13:00:00,Finance reconciliation completed
APR-5004,2edb7763-be2f-471e-accd-53581fbb9529,1.0,Manager,manager_f17dc180@example.com,Catherine Vega,APPROVE,2025-03-17T00:00:00,
APR-5005,2edb7763-be2f-471e-accd-53581fbb9529,2.0,Finance,finance_0ca37141@example.com,Michelle Schultz,APPROVE,2025-03-19T02:00:00,
APR-5006,2edb7763-be2f-471e-accd-53581fbb9529,3.0,Finance_Recon,finance_3e10a57c@example.com,Jennifer Ferguson,APPROVE,2025-03-21T03:00:00,Finance reconciliation completed
APR-5007,2ee16628-1392-4b5c-9fa5-2f09c4ca3b28,1.0,Manager,manager_c9f35c9d@example.com,Brenda Taylor,APPROVE,2025-06-23T05:00:00,
APR-5008,2ee16628-1392-4b5c-9fa5-2f09c4ca3b28,2.0,Finance,finance_11187b88@example.com,William Juarez,APPROVE,2025-06-29T13:00:00,
APR-5009,2ee16628-1392-4b5c-9fa5-2f09c4ca3b28,3.0,Finance_Recon,finance_e4e5ab2a@example.com,Dawn Ellis,APPROVE,2025-06-29T21:00:00,Finance reconciliation completed
APR-5010,2eecf891-29fb-45c7-9d3f-07aa7d9bfdc5,1.0,Manager,manager_e94eed3f@example.com,Angel Clayton,APPROVE,2023-12-08T07:00:00,
APR-5011,2eecf891-29fb-45c7-9d3f-07aa7d9bfdc5,2.0,Finance_Recon,finance_fabf14cd@example.com,Joshua Lewis,APPROVE,2023-12-10T23:00:00,Finance reconciliation completed
APR-5012,2ef2e753-9cc7-4108-a862-24bada03b9a7,1.0,Manager,manager_022456cb@example.com,Jessica Spears,APPROVE,2024-11-30T08:00:00,
APR-5013,2ef2e753-9cc7-4108-a862-24bada03b9a7,2.0,DeptHead,depthead_80fb89ee@example.com,Charles Grant,APPROVE,2024-12-06T09:00:00,
APR-5014,2ef2e753-9cc7-4108-a862-24bada03b9a7,3.0,Finance,finance_4ef4ec7e@example.com,Jay Hall,APPROVE,2024-12-11T14:00:00,
APR-5015,2ef2e753-9cc7-4108-a862-24bada03b9a7,4.0,Finance_Recon,finance_dd0f46d4@example.com,Allen Chandler,APPROVE,2024-12-11T21:00:00,Finance reconciliation completed
APR-5016,2f072507-80a0-43ee-8f24-709bf97e7c01,1.0,Manager,manager_6d591967@example.com,Sean Hicks,APPROVE,2024-05-05T14:00:00,
APR-5017,2f072507-80a0-43ee-8f24-709bf97e7c01,2.0,Finance_Recon,finance_e5df8633@example.com,Joseph Cochran,APPROVE,2024-05-09T15:00:00,Finance reconciliation completed
APR-5018,2f07fd2b-4e28-4cb3-9efb-56af0bd76117,1.0,Manager,manager_3c76c902@example.com,Joseph Ortega,REJECT,2025-06-11T06:00:00,
APR-5019,2f0e1e6e-0c7d-4e35-be4d-b85588bd0a75,1.0,Manager,manager_ba8cb85a@example.com,Sherry Casey,APPROVE,2024-06-11T10:00:00,
APR-5020,2f0e1e6e-0c7d-4e35-be4d-b85588bd0a75,2.0,Finance_Recon,finance_66c9e45f@example.com,Christopher Coleman,APPROVE,2024-06-15T18:00:00,Finance reconciliation completed
APR-5021,2f0fbeb0-6eaa-439a-9fd7-0ac88f855982,1.0,Manager,manager_d4af795e@example.com,Alexandra Lyons,APPROVE,2024-11-24T06:00:00,
APR-5022,2f0fbeb0-6eaa-439a-9fd7-0ac88f855982,2.0,Finance,finance_65a72b5f@example.com,James Montoya,APPROVE,2024-11-26T23:00:00,
APR-5023,2f0fbeb0-6eaa-439a-9fd7-0ac88f855982,3.0,Finance_Recon,finance_eab1e0a9@example.com,Megan Klein,APPROVE,2024-12-01T19:00:00,Finance reconciliation completed
APR-5024,2f12d089-16f6-4b89-b3b7-56b14402cdb8,1.0,Manager,manager_76bb914e@example.com,Kevin Stokes,APPROVE,2024-02-17T06:00:00,
APR-5025,2f12d089-16f6-4b89-b3b7-56b14402cdb8,2.0,Finance_Recon,finance_22b54f37@example.com,Marcus Castillo,APPROVE,2024-02-21T05:00:00,Finance reconciliation completed
APR-5026,2f177be3-df37-4bdb-89e5-babcad2c2ce9,1.0,Manager,manager_f97ae55a@example.com,Kathleen Phillips,REJECT,2025-02-08T09:00:00,
APR-5027,2f20dc26-4a03-40f8-858e-cb2c7624f19d,1.0,Manager,manager_e981ad2e@example.com,Tina Patel,APPROVE,2025-09-03T00:00:00,
APR-5028,2f20dc26-4a03-40f8-858e-cb2c7624f19d,2.0,Finance,finance_128b6ad3@example.com,Teresa Carter,APPROVE,2025-09-06T09:00:00,
APR-5029,2f20dc26-4a03-40f8-858e-cb2c7624f19d,3.0,Finance_Recon,finance_e4564927@example.com,Jasmine Webb,APPROVE,2025-09-07T14:00:00,Finance reconciliation completed
APR-5030,2f3c6762-f460-4f20-8dc7-6a9f8de3d2df,1.0,Manager,manager_11e99ec4@example.com,Brenda Bernard,APPROVE,2025-07-29T11:00:00,
APR-5031,2f3c6762-f460-4f20-8dc7-6a9f8de3d2df,2.0,Finance_Recon,finance_657fd330@example.com,Brandon Patel,APPROVE,2025-08-02T19:00:00,Finance reconciliation completed
APR-5032,2f4084ac-4521-403e-a14f-ca59bcda30a5,1.0,Manager,manager_d76d6de7@example.com,Kelly Williams,APPROVE,2024-01-12T02:00:00,
APR-5033,2f4084ac-4521-403e-a14f-ca59bcda30a5,2.0,Finance,finance_c61c3397@example.com,Nathan White,APPROVE,2024-01-14T09:00:00,
APR-5034,2f4084ac-4521-403e-a14f-ca59bcda30a5,3.0,Finance_Recon,finance_a37b16b0@example.com,Travis Hoffman,APPROVE,2024-01-18T02:00:00,Finance reconciliation completed
APR-5035,2f616457-8ba5-4914-a8f6-88c28fc17953,1.0,Manager,manager_a3b3207c@example.com,Anthony Hall,APPROVE,2024-06-30T18:00:00,
APR-5036,2f616457-8ba5-4914-a8f6-88c28fc17953,2.0,Finance_Recon,finance_96f35771@example.com,Caleb Simon,APPROVE,2024-07-03T09:00:00,Finance reconciliation completed
APR-5037,2f6504e8-1c98-4eb0-85e1-bc5aac6f0fa6,1.0,Manager,manager_036099c9@example.com,Jonathon Houston,APPROVE,2025-08-08T11:00:00,
APR-5039,2f6504e8-1c98-4eb0-85e1-bc5aac6f0fa6,2.1,Finance_RESUBMIT,finance_2bc11bf7@example.com,Tracy Morales,RESUBMITTED,2025-08-11T00:00:00,Resubmitted by owner after additional docs
APR-5039,2f6504e8-1c98-4eb0-85e1-bc5aac6f0fa6,2.0,Finance,finance_2bc11bf7@example.com,Tracy Morales,APPROVE,2025-08-13T00:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-5040,2f6504e8-1c98-4eb0-85e1-bc5aac6f0fa6,3.0,Finance_Recon,finance_26344184@example.com,Carla Rosales MD,APPROVE,2025-08-15T06:00:00,Finance reconciliation completed
APR-5041,2f66dea2-76f3-4395-a35c-55312e4a4ad9,1.0,Manager,manager_a24d084d@example.com,Janice Tanner,REJECT,2023-11-07T04:00:00,
APR-5042,2f68e537-85b5-459b-9f43-491cb76df0b6,1.0,Manager,manager_7f9c0bc1@example.com,Alicia Taylor,APPROVE,2025-05-16T07:00:00,
APR-5043,2f68e537-85b5-459b-9f43-491cb76df0b6,2.0,DeptHead,depthead_e79a52b2@example.com,Michael Taylor,APPROVE,2025-05-20T20:00:00,
APR-5044,2f68e537-85b5-459b-9f43-491cb76df0b6,3.0,Finance,finance_7383f5ed@example.com,John Sparks,APPROVE,2025-05-25T03:00:00,
APR-5045,2f68e537-85b5-459b-9f43-491cb76df0b6,4.0,Finance_Recon,finance_065eb4e1@example.com,Erin Henson,APPROVE,2025-05-28T03:00:00,Finance reconciliation completed
APR-5046,2f6a28e6-b793-4591-a7e1-d9916001945b,1.0,Manager,manager_a45a2d29@example.com,Elizabeth Shah,REJECT,2024-02-03T13:00:00,
APR-5047,2f7581d8-72e2-4ac8-9004-86d2c9ac05e7,1.0,Manager,manager_e6bb097f@example.com,Richard Crawford,APPROVE,2024-01-08T19:00:00,
APR-5048,2f7581d8-72e2-4ac8-9004-86d2c9ac05e7,2.0,Finance_Recon,finance_8af1ac83@example.com,Rachel Cox,APPROVE,2024-01-09T00:00:00,Finance reconciliation completed
APR-5049,2f821ec1-c309-402b-b186-c422dd5cc763,1.0,Manager,manager_5f67ce49@example.com,Gary Jones,APPROVE,2024-06-05T17:00:00,
APR-5050,2f821ec1-c309-402b-b186-c422dd5cc763,2.0,Finance_Recon,finance_e575741f@example.com,Kimberly Carson,APPROVE,2024-06-08T23:00:00,Finance reconciliation completed
APR-5052,2f88b004-07d8-48fe-922e-f6d22d39b17f,1.1,Manager_RESUBMIT,manager_839cee9f@example.com,Paul Adams,RESUBMITTED,2023-10-23T17:00:00,Resubmitted by owner after additional docs
APR-5052,2f88b004-07d8-48fe-922e-f6d22d39b17f,1.0,Manager,manager_839cee9f@example.com,Paul Adams,APPROVE,2023-10-25T17:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-5053,2f88b004-07d8-48fe-922e-f6d22d39b17f,2.0,Finance,finance_8fc2ae2d@example.com,Crystal Case,APPROVE,2023-10-28T20:00:00,
APR-5054,2f88b004-07d8-48fe-922e-f6d22d39b17f,3.0,Finance_Recon,finance_f1d7db6d@example.com,Christopher Butler,APPROVE,2023-10-30T05:00:00,Finance reconciliation completed
APR-5055,2f890bbe-227f-42c2-a828-af5fad4cf211,1.0,Manager,manager_fa87fb09@example.com,Elijah Edwards,APPROVE,2025-01-29T01:00:00,
APR-5056,2f890bbe-227f-42c2-a828-af5fad4cf211,2.0,Finance_Recon,finance_a9ba1163@example.com,Kaitlyn Warren,APPROVE,2025-01-30T10:00:00,Finance reconciliation completed
APR-5057,2f909f69-e997-44a6-a26e-43e5f987d9fb,1.0,Manager,manager_e6adf948@example.com,Dana Mejia,APPROVE,2025-02-20T18:00:00,
APR-5058,2f909f69-e997-44a6-a26e-43e5f987d9fb,2.0,DeptHead,depthead_cddedd24@example.com,Colleen Calderon,APPROVE,2025-02-23T14:00:00,
APR-5059,2f909f69-e997-44a6-a26e-43e5f987d9fb,3.0,Finance,finance_df0b6363@example.com,Jessica Harper,APPROVE,2025-03-01T05:00:00,
APR-5060,2f909f69-e997-44a6-a26e-43e5f987d9fb,4.0,Finance_Recon,finance_081bc596@example.com,Phillip Tyler,APPROVE,2025-03-02T20:00:00,Finance reconciliation completed
APR-5061,2f95239d-2b5f-4141-88ef-e52a113f4b1a,1.0,Manager,manager_5c762bd6@example.com,Amanda Thompson MD,APPROVE,2025-03-30T04:00:00,
APR-5062,2f95239d-2b5f-4141-88ef-e52a113f4b1a,2.0,Finance_Recon,finance_d29e8c00@example.com,Jimmy Ramirez,APPROVE,2025-04-03T10:00:00,Finance reconciliation completed
APR-5063,2f9d3d68-86fc-41b4-ab26-0968dcb258f2,1.0,Manager,manager_9a7f8712@example.com,Latoya Terry,APPROVE,2025-09-03T17:00:00,
APR-5065,2f9d3d68-86fc-41b4-ab26-0968dcb258f2,2.1,Finance_RESUBMIT,finance_bd017e57@example.com,Charles Stanton MD,RESUBMITTED,2025-09-12T09:00:00,Resubmitted by owner after additional docs
APR-5065,2f9d3d68-86fc-41b4-ab26-0968dcb258f2,2.0,Finance,finance_bd017e57@example.com,Charles Stanton MD,REJECT,2025-09-15T09:00:00,Sent back for more receipts/details. Final decision: REJECT.
APR-5066,2fa0bd86-0ddb-44c4-ba72-4b513a6ba10e,1.0,Manager,manager_58697ca2@example.com,Tracy Smith,APPROVE,2023-10-17T05:00:00,
APR-5067,2fa0bd86-0ddb-44c4-ba72-4b513a6ba10e,2.0,Finance,finance_103d5175@example.com,George Haney,APPROVE,2023-10-19T14:00:00,
APR-5068,2fa0bd86-0ddb-44c4-ba72-4b513a6ba10e,3.0,Finance_Recon,finance_ad349caa@example.com,Michael Smith,APPROVE,2023-10-23T05:00:00,Finance reconciliation completed
APR-5070,2fa8d489-1a95-477c-ae74-92beacb35199,1.1,Manager_RESUBMIT,manager_a86e5687@example.com,Justin Collins,RESUBMITTED,2025-06-13T19:00:00,Resubmitted by owner after additional docs
APR-5070,2fa8d489-1a95-477c-ae74-92beacb35199,1.0,Manager,manager_a86e5687@example.com,Justin Collins,APPROVE,2025-06-15T19:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-5071,2fa8d489-1a95-477c-ae74-92beacb35199,2.0,Finance,finance_1092285e@example.com,John Baker,APPROVE,2025-06-18T12:00:00,
APR-5072,2fa8d489-1a95-477c-ae74-92beacb35199,3.0,Finance_Recon,finance_af3e6d8e@example.com,Danny Henry,APPROVE,2025-06-19T14:00:00,Finance reconciliation completed
APR-5073,2fac45df-d558-4b9b-a682-4813d19eb7a2,1.0,Manager,manager_54a2f8bd@example.com,Robert Hardy,APPROVE,2024-11-22T04:00:00,
APR-5074,2fac45df-d558-4b9b-a682-4813d19eb7a2,2.0,Finance_Recon,finance_3d2f24d3@example.com,Laura Hill,APPROVE,2024-11-24T18:00:00,Finance reconciliation completed
APR-5075,2fb1ef5b-493b-4dc9-853e-0ae582ec311e,1.0,Manager,manager_5ba3e762@example.com,Joe Baker,APPROVE,2024-10-03T12:00:00,
APR-5076,2fb1ef5b-493b-4dc9-853e-0ae582ec311e,2.0,Finance,finance_acf70176@example.com,Clifford Contreras,APPROVE,2024-10-05T04:00:00,
APR-5077,2fb1ef5b-493b-4dc9-853e-0ae582ec311e,3.0,Finance_Recon,finance_8608da42@example.com,Danny Lee,APPROVE,2024-10-09T06:00:00,Finance reconciliation completed
APR-5078,2fc1ece6-bf2f-4031-8e71-621bbda6ce96,1.0,Manager,manager_593b5528@example.com,Troy Green,APPROVE,2024-01-19T06:00:00,
APR-5080,2fc1ece6-bf2f-4031-8e71-621bbda6ce96,2.1,Finance_RESUBMIT,finance_0a7d8551@example.com,Samantha Garrett,RESUBMITTED,2024-01-21T16:00:00,Resubmitted by owner after additional docs
APR-5080,2fc1ece6-bf2f-4031-8e71-621bbda6ce96,2.0,Finance,finance_0a7d8551@example.com,Samantha Garrett,REJECT,2024-01-23T16:00:00,Sent back for more receipts/details. Final decision: REJECT.
APR-5081,2fc2fbbf-0a5e-47bd-a19d-4c1454a94305,1.0,Manager,manager_18011cfb@example.com,Max Leblanc,REJECT,2025-07-11T12:00:00,
APR-5082,2fd26881-c86c-4723-af60-04306c44d475,1.0,Manager,manager_500ac7b5@example.com,Connie Chavez,APPROVE,2024-02-11T11:00:00,
APR-5083,2fd26881-c86c-4723-af60-04306c44d475,2.0,Finance_Recon,finance_6afa1ea3@example.com,Cody Bruce,APPROVE,2024-02-15T23:00:00,Finance reconciliation completed
APR-5084,2fdbb076-5b82-4126-9844-5f45a9f3f6ac,1.0,Manager,manager_3f58ee69@example.com,James Cuevas,APPROVE,2025-05-20T02:00:00,
APR-5085,2fdbb076-5b82-4126-9844-5f45a9f3f6ac,2.0,Finance_Recon,finance_aaf4fd66@example.com,John Richmond,APPROVE,2025-05-22T15:00:00,Finance reconciliation completed
APR-5087,2fe298ab-67b8-4765-8c9c-4416211d1c7a,1.1,Manager_RESUBMIT,manager_de96c3f4@example.com,Paige Scott,RESUBMITTED,2024-09-10T00:00:00,Resubmitted by owner after additional docs
APR-5087,2fe298ab-67b8-4765-8c9c-4416211d1c7a,1.0,Manager,manager_de96c3f4@example.com,Paige Scott,APPROVE,2024-09-10T00:00:00,Sent back for more receipts/details. Final decision: APPROVE.
APR-5088,2fe298ab-67b8-4765-8c9c-4416211d1c7a,2.0,DeptHead,depthead_6c9fe79b@example.com,David Wilson,APPROVE,2024-09-14T08:00:00,
APR-5089,2fe298ab-67b8-4765-8c9c-4416211d1c7a,3.0,Finance,finance_712bdb36@example.com,Adrian Howell,APPROVE,2024-09-15T22:00:00,
APR-5090,2fe298ab-67b8-4765-8c9c-4416211d1c7a,4.0,Finance_Recon,finance_3bea22db@example.com,Ronnie Allen,APPROVE,2024-09-20T14:00:00,Finance reconciliation completed
APR-5091,2ff61429-eb92-47ac-9ee7-b39c008032da,1.0,Manager,manager_ec4643db@example.com,Gabriella Jones,APPROVE,2024-09-11T09:00:00,
APR-5092,2ff61429-eb92-47ac-9ee7-b39c008032da,2.0,Finance_Recon,finance_0f2f5a82@example.com,Andrew Rivera,APPROVE,2024-09-12T19:00:00,Finance reconciliation completed
APR-5093,2ff729a7-60c2-43ae-ace4-d3244828805b,1.0,Manager,manager_8a33cc8f@example.com,Robert Rocha,APPROVE,2024-12-28T13:00:00,
